Player,Team,Age,GP,W,L,MIN,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST
Trae Young,ATL,23,73,38,35,34.9,60.7,39.3,44.4,12.6,32.4,7.9,23.2,14.3,31.8,14.6,85.4,22.9,77.1,17.3,82.7
Tre Jones,SAS,22,66,32,34,16.1,85.7,14.3,77.4,10.8,5.6,16.1,17.0,18.0,66.7,47.9,52.1,71.4,28.6,49.0,51.0
Tre Mann,OKC,21,60,17,43,22.8,53.7,46.3,42.6,8.0,47.0,5.3,10.4,15.7,34.6,28.6,71.4,66.3,33.7,44.6,55.4
Trendon Watford,POR,21,48,16,32,18.1,85.8,14.2,73.1,1.6,7.4,21.4,19.5,15.4,71.4,57.9,42.1,88.9,11.1,59.9,40.1
Trent Forrest,UTA,23,59,35,24,12.8,82.4,17.6,72.3,4.2,7.9,6.3,19.8,13.1,68.1,23.2,76.8,100,0.0,28.4,71.6
Trey Lyles,SAC,26,73,18,55,20.5,62.2,37.8,48.8,3.4,26.0,6.8,25.2,15.5,45.4,60.2,39.8,100,0.0,70.6,29.4
Trey Murphy III,NOP,21,59,30,29,13.6,31.3,68.7,22.1,1.3,65.2,14.7,12.7,15.7,20.7,57.6,42.4,96.9,3.1,83.7,16.3
Tristan Thompson,CHI,31,54,19,35,15.7,98.8,1.2,81.4,1.3,0.9,6.6,17.7,9.8,80.1,67.4,32.6,100,0.0,67.7,32.3
Troy Brown Jr.,CHI,22,63,36,27,15.7,48.7,51.3,43.6,3.9,49.0,14.0,7.4,13.6,39.7,71.4,28.6,97.6,2.4,82.7,17.3
Ty Jerome,OKC,24,48,15,33,16.7,43.3,56.7,41.2,4.1,47.6,10.0,11.2,12.9,37.1,30.0,70.0,79.6,20.4,51.6,48.4
Tyler Herro,MIA,22,65,43,22,32.6,60.6,39.4,47.5,15.2,38.6,11.1,13.9,16.1,32.2,33.0,67.0,71.3,28.7,46.5,53.5
Tyrese Haliburton,IND,22,75,26,49,34.9,56.7,43.3,44.9,13.1,41.7,15.4,13.4,15.3,31.8,28.0,72.0,58.5,41.5,39.7,60.3
Tyrese Maxey,PHI,21,72,43,29,35.5,69.2,30.8,53.6,10.3,30.3,18.8,16.1,18.8,43.3,44.9,55.1,71.4,28.6,52.2,47.8
Tyus Jones,MEM,25,71,50,21,21.3,63.0,37.0,53.6,10.2,37.8,14.5,8.6,14.7,43.4,36.3,63.7,83.5,16.5,51.4,48.6
Wayne Ellington,LAL,34,40,13,27,18.5,10.3,89.7,9.5,1.6,88.9,11.9,1.6,12.6,7.9,100,0.0,94.7,5.3,95.4,4.6
Wendell Carter Jr.,ORL,22,62,16,46,29.9,68.7,31.3,62.1,8.2,22.6,5.6,15.3,12.6,53.9,60.9,39.1,100,0.0,68.5,31.5
Wesley Matthews,MIL,35,47,31,16,20.3,27.6,72.4,24.9,0.0,67.0,15.5,8.1,8.2,24.9,58.6,41.4,98.1,1.9,84.0,16.0
Will Barton,DEN,31,70,40,30,32.1,52.1,47.9,45.2,7.6,45.3,17.4,9.5,11.7,37.6,49.1,50.9,76.8,23.2,60.2,39.8
Willy Hernangomez,NOP,27,47,21,26,16.2,96.3,3.7,74.1,0.5,2.9,7.0,23.0,15.5,73.6,69.3,30.7,100,0.0,70.1,29.9
Xavier Tillman,MEM,23,50,34,16,13.0,78.6,21.4,70.3,3.3,11.3,16.3,18.4,19.2,66.9,67.9,32.1,88.9,11.1,69.9,30.1
Zach LaVine,CHI,27,65,37,28,34.9,59.9,40.1,46.2,12.3,34.2,12.6,19.6,17.1,33.9,35.6,64.4,56.3,43.7,42.4,57.6
Zeke Nnaji,DEN,21,40,24,16,16.8,57.1,42.9,43.8,3.0,41.9,9.4,14.3,19.6,40.8,56.9,43.1,94.6,5.4,71.6,28.4
Ziaire Williams,MEM,20,59,40,19,21.7,43.3,56.7,47.8,10.6,43.8,27.9,8.4,19.9,37.2,80.6,19.4,97.0,3.0,86.8,13.2
